media_id	_c1	type_name	category_name_array	tag_name_array	director_name_array	actor_name_array	country	language	pubdate	created_time	time_length	rate	fee	vip_id	is_single	is_clip	vender_name	_c18
11034442923	广场舞《菊花爆满山》歌声醉人舞蹈也醉人，我的心不会改变	生活	["舞蹈"]	["舞蹈"]	NULL	NULL	NULL	NULL	2020-04-26 00:00:00	1587895779	69	0.0	0	NULL	0	0	爱奇艺	广场舞《菊花爆满山》歌声醉人舞蹈也醉人，我的心不会改变
11034486123	广场舞《拥抱》正面背面慢动作分解教程，快来收藏学习	生活	["舞蹈"]	["舞蹈"]	NULL	NULL	NULL	NULL	2020-04-27 00:00:00	1587988881	106	0.0	0	NULL	0	0	爱奇艺	广场舞《拥抱》正面背面慢动作分解教程，快来收藏学习
11034556323	购买桂花，记好3点，就能买到好桂花	生活	["休闲"]	["休闲"]	NULL	NULL	NULL	NULL	2020-04-29 00:00:00	1588174293	71	0.0	0	NULL	0	0	爱奇艺	NULL
11034622923	一个男人靠不靠谱，主要看什么？就看他有没有这三种特征	生活	["休闲"]	["休闲","国内"]	NULL	NULL	国内	NULL	2020-05-02 00:00:00	1588385057	106	0.0	0	NULL	0	0	爱奇艺	一个男人靠不靠谱，主要看什么？就看他有没有这三种特征
11034723723	【干货知识】原来解扎带这么简单，不用找剪刀，用手一按就打开	生活	["综合"]	["国内"]	NULL	NULL	国内	NULL	2020-05-06 00:00:00	1588766713	105	0.0	0	NULL	0	0	爱奇艺	NULL
11034855123	试吃海贼王路飞最爱的大棒肉！漫画肉居然这么好吃！	生活	["美食"]	["国内","美食"]	NULL	NULL	国内	NULL	2019-11-20 00:00:00	1589186553	295	0.0	0	NULL	0	0	爱奇艺	NULL
11034892923	老婆去世后，家里老人喜欢上种菜，我好奇挖开菜地后愣住了	生活	["休闲"]	["休闲"]	NULL	NULL	NULL	NULL	2020-05-13 00:00:00	1589337545	191	0.0	0	NULL	0	0	爱奇艺	老婆去世后，家里老人喜欢上种菜，我好奇挖开菜地后愣住了
11035063923	男人色不色，看这3个地方，很准，女人一定要懂得	生活	["情感"]	["情感"]	NULL	NULL	NULL	NULL	2020-05-18 00:00:00	1589810868	236	0.0	0	NULL	0	0	爱奇艺	NULL
11035072923	苗大姐30元买坛子，做甜米酒，蹲着啃糯米团看得流口水	生活	["美食"]	["国内","美食"]	NULL	NULL	国内	NULL	2020-05-19 00:00:00	1589844642	630	0.0	0	NULL	0	0	爱奇艺	苗大姐赶集天买古董，自制甜米酒，做成糯米团吃看了流口水
11035193523	老公带倔媳妇去吃饭，西西小人精说了啥？逗的大家哈哈大笑	生活	["情感"]	["雷人囧事","婚姻家庭","情感"]	NULL	NULL	NULL	NULL	2020-05-23 00:00:00	1590200197	271	0.0	0	NULL	0	0	爱奇艺	NULL
11035330323	广场舞抒情柔美32步《你像三月桃花开》歌声甜美，舞步新颖	生活	["舞蹈"]	["国内","广场舞","舞蹈"]	NULL	NULL	国内	NULL	2020-05-28 00:00:00	1590618618	120	0.0	0	NULL	0	0	爱奇艺	NULL
11035449123	超好听的《一首想家的歌》动感三十二步养护颈椎瘦肚瘦腰	生活	["舞蹈"]	["舞蹈"]	NULL	NULL	NULL	NULL	2020-06-01 00:00:00	1590969659	215	0.0	0	NULL	0	0	爱奇艺	NULL
11035553523	钢丝球只用来刷锅太可惜了，这2个作用太棒了，懂的人不多，学学	生活	["综合"]	NULL	NULL	NULL	NULL	NULL	2020-06-04 00:00:00	1591284780	104	0.0	0	NULL	0	0	爱奇艺	NULL
11035596723	小池养龟：亚巨龟会咬人吗？喂它的时候需要注意些什么？	生活	["宠物"]	["宠物"]	NULL	NULL	NULL	NULL	2020-06-06 00:00:00	1591413780	385	0.0	0	NULL	0	0	爱奇艺	NULL
11035672323	58岁健美女皇曾经遭到全家反对，为了阻止练健美，丈夫约法三章	生活	["情感"]	["国内","婚姻家庭","情感"]	NULL	NULL	国内	NULL	2020-06-09 00:00:00	1591674312	108	0.0	0	NULL	0	0	爱奇艺	NULL
11035699323	健身操《寂寞情歌》瘦腰瘦腿,活力动感,团队版	生活	["舞蹈"]	["国内","广场舞","舞蹈"]	NULL	NULL	国内	NULL	2020-06-10 00:00:00	1591750932	180	0.0	0	NULL	0	0	爱奇艺	NULL
11035915323	白掌修剪后，想要长芽开花多，别忘了往盆土撒几粒它	生活	["休闲"]	["休闲","国内"]	NULL	NULL	国内	NULL	2020-06-17 00:00:00	1592363408	108	0.0	0	NULL	0	0	爱奇艺	NULL
11035963923	狗子和鸡打完架后，发现鸡被主人宰了，它的反应把全家人都逗乐了	生活	["宠物"]	["宠物"]	NULL	NULL	NULL	NULL	2020-06-18 00:00:00	1592476404	60	0.0	0	NULL	0	0	爱奇艺	NULL
11036269923	回顾：4岁男童殒命长江，腰部还绑了根网线，种种迹象表明是他杀	生活	["情感"]	["婚姻家庭","情感"]	NULL	NULL	NULL	NULL	2020-06-29 00:00:00	1593411022	225	0.0	0	NULL	0	0	爱奇艺	NULL
11036385123	[中国节拍]《咱中国人》	生活	["综合"]	["生活"]	NULL	NULL	NULL	NULL	2020-01-01 00:00:00	1593770898	119	0.0	0	NULL	0	0	腾讯	《中国节拍》以多元化表现形式打造贴近百姓、走进群众的音乐健身节目。节目作为一个为新时代点赞的全民大舞台，邀请全国专业健身舞教练、舞蹈演员及健身舞爱好者参与录制。
11037137523	几年过去壮壮的病情并未好转，但还是想尽一切办法让壮壮开口说话	生活	["情感"]	["婚姻家庭","情感"]	NULL	NULL	NULL	NULL	2020-07-25 00:00:00	1595653909	153	0.0	0	NULL	0	0	爱奇艺	NULL
11037277923	广东粉丝来云南捡野生菌，农村姑娘去高铁站迎接，试吃特色烤土豆	生活	["休闲"]	["休闲"]	NULL	NULL	NULL	NULL	2020-07-29 00:00:00	1596022065	143	0.0	0	NULL	0	0	爱奇艺	NULL
11037439923	广场舞一首经典老歌《爱如潮水》送给你们，满满的回忆涌上心头	生活	["舞蹈"]	["舞蹈"]	NULL	NULL	NULL	NULL	2020-08-03 00:00:00	1596428016	73	0.0	0	NULL	0	0	爱奇艺	广场舞一首经典老歌《爱如潮水》送给你们，满满的回忆涌上心头
11037484923	精选情歌《走不出你的爱》新创32步广场舞，好听又好看	生活	["舞蹈"]	["舞蹈"]	NULL	NULL	NULL	NULL	2019-11-22 00:00:00	1596534925	202	0.0	0	NULL	0	0	爱奇艺	NULL
11037488523	面粉别蒸馒头了，一拉一卷，柔软多层，比馒头简单，比吃肉还香	生活	["美食"]	["国内","家常主食","美食"]	NULL	NULL	国内	NULL	2019-11-23 00:00:00	1596539330	273	0.0	0	NULL	0	0	爱奇艺	美食，面食，烙饼，葱花饼，美食视频，烹饪技巧，面粉别蒸馒头了，一拉一卷，柔软多层，比馒头简单，比吃肉还香。
11037758523	领导家的鸡鸭兔，它们的命运会是如何？	生活	["宠物"]	["国内","宠物"]	NULL	NULL	国内	NULL	2021-01-22 00:00:00	1596718543	253	0.0	0	NULL	0	0	爱奇艺	领导在车站边养了不少的鸡鸭兔，当它们遇上猫狗猪后，究竟会如何呢？
11037810723	老婆要回老家，来一顿深夜放毒之机场烧烤，看看100元能吃啥？	生活	["美食"]	["美食"]	NULL	NULL	NULL	NULL	2020-08-07 00:00:00	1596810964	211	0.0	0	NULL	0	0	爱奇艺	NULL
11037994323	养鸭掌木，定期喷洒一次它，叶片更油绿！	生活	["休闲"]	["休闲"]	NULL	NULL	NULL	NULL	2020-08-12 00:00:00	1597197968	105	0.0	0	NULL	0	0	爱奇艺	养鸭掌木，定期喷洒一次它，叶片更油绿！
11038177923	马儿可以24小时都站着睡觉，为啥它们不累？看完瞬间秒懂了	生活	["宠物"]	["宠物"]	NULL	NULL	NULL	NULL	2020-08-17 00:00:00	1597657760	87	0.0	0	NULL	0	0	爱奇艺	马儿可以24小时都站着睡觉，为啥它们不累？看完瞬间秒懂了
11038305723	将盐加热到800度，用来煎牛排会怎样？看表情难道很美味？	生活	["休闲"]	["休闲"]	NULL	NULL	NULL	NULL	2020-08-21 00:00:00	1598001378	80	0.0	0	NULL	0	0	爱奇艺	NULL
11038311123	小伙花170块网购鱼池，不料开箱安装好后不对劲，要怎么排水	生活	["休闲"]	["休闲"]	NULL	NULL	NULL	NULL	2020-08-21 00:00:00	1598007631	337	0.0	0	NULL	0	0	爱奇艺	NULL
11038377723	王守英决定出门打拼，开启了设计师的道路	生活	["情感"]	["情感"]	NULL	NULL	NULL	NULL	2020-08-24 00:00:00	1598259084	115	0.0	0	NULL	0	0	爱奇艺	NULL
11038419123	广场舞《雪山姑娘》动感欢快，简单32步，送给初学者	生活	["综合"]	NULL	NULL	NULL	NULL	NULL	2020-08-26 00:00:00	1598391125	110	0.0	0	NULL	0	0	爱奇艺	NULL
11038437123	44岁金领离婚后，选择单身，没想到被一个美女爱上	生活	["情感"]	["情感"]	NULL	NULL	NULL	NULL	2020-08-26 00:00:00	1598439735	187	0.0	0	NULL	0	0	爱奇艺	NULL
11038491123	80元买个新烤炉，再买点鲜羊肉，边直播边烤串，和粉丝聊嗨了！	生活	["美食"]	["美食"]	NULL	NULL	NULL	NULL	2020-08-28 00:00:00	1598591038	637	0.0	0	NULL	0	0	爱奇艺	NULL
11038525323	大叔在深山遇到一棵几十年的野党参，根茎有滋补作用，你们认识吗	生活	["休闲"]	["休闲"]	NULL	NULL	NULL	NULL	2020-08-29 00:00:00	1598697491	224	0.0	0	NULL	0	0	爱奇艺	NULL
11038582923	西红柿别再做汤面了，教你秘制做法，不炒不煮不凉拌，比拉面过瘾	生活	["美食"]	["家常主食","美食"]	NULL	NULL	NULL	NULL	2020-09-01 00:00:00	1598924384	153	0.0	0	NULL	0	0	爱奇艺	美食，生活，西红柿，面条，焖面，西红柿焖面，美食视频，烹饪技巧，西红柿别再做汤面了，教你秘制做法，不炒不煮不凉拌，比拉面过瘾。
11038591923	立秋后，妈妈常做这碗汤，鲜香味美好喝管饱，比面条好吃做法简单	生活	["美食"]	["美食"]	NULL	NULL	NULL	NULL	2020-09-01 00:00:00	1598972441	234	0.0	0	NULL	0	0	爱奇艺	立秋后，妈妈常做这碗汤，鲜香味美好喝管饱，比面条好吃做法简单
11038622523	母亲含辛茹苦的把郝茜带大，希望郝茜能找一个更强大的人来照顾她	生活	["情感"]	["情感"]	NULL	NULL	NULL	NULL	2020-09-02 00:00:00	1599044444	114	0.0	0	NULL	0	0	爱奇艺	NULL
11038636923	32步健身广场舞《草原醉》歌声嘹亮，好听极了！	生活	["舞蹈"]	["舞蹈"]	NULL	NULL	NULL	NULL	2020-09-03 00:00:00	1599096688	183	0.0	0	NULL	0	0	爱奇艺	32步健身广场舞《草原醉》歌声嘹亮，好听极了！
11038712523	女儿考上大学，继母卖掉老房子给她凑学费，5年后女儿成为老板	生活	["休闲"]	["休闲"]	NULL	NULL	NULL	NULL	2020-09-06 00:00:00	1599359680	439	0.0	0	NULL	0	0	爱奇艺	NULL
11038728723	帮粉丝测评网红新款起泡胶，炸泡声太过瘾了，哪个颜值最高无硼砂	生活	["综合"]	["国内"]	NULL	NULL	国内	NULL	2020-09-07 00:00:00	1599444080	93	0.0	0	NULL	0	0	爱奇艺	测评粉丝想看的起泡胶，每个颜值都超高，起泡变大多少倍？无硼砂
11038813323	在传统泡芙的基础上 改造出来的天鹅泡芙 快来学一下吧	生活	["美食"]	["美食"]	NULL	NULL	NULL	NULL	2020-09-10 00:00:00	1599712867	241	0.0	0	NULL	0	0	爱奇艺	NULL
11038860123	9月最给力歌《啥最牛》32步零基础踩点舞，有个好身体才最牛！	生活	["舞蹈"]	["舞蹈"]	NULL	NULL	NULL	NULL	2020-09-12 00:00:00	1599863684	130	0.0	0	NULL	0	0	爱奇艺	NULL
11039029323	高端月饼的火腿原材料，小伙都用上了锯子，是有什么样的讲究吗？	生活	["美食"]	["美食"]	NULL	NULL	NULL	NULL	2020-09-19 00:00:00	1600476031	264	0.0	0	NULL	0	0	爱奇艺	NULL
11039043723	东方舞《美人鱼》她用声音交换了双腿，只为给最爱的人这一舞！	生活	["综合"]	NULL	NULL	NULL	NULL	NULL	2020-09-19 00:00:00	1600517138	119	0.0	0	NULL	0	0	爱奇艺	NULL
11039050923	《寂寞的人伤心的歌》入门基础瘦身，一周瘦10斤	生活	["综合"]	NULL	NULL	NULL	NULL	NULL	2020-09-20 00:00:00	1600558233	218	0.0	0	NULL	0	0	爱奇艺	NULL
11039189523	秦玉峰现场耍赖，自己制定比赛规则，看来是有必胜的决心啊	生活	["情感"]	["情感"]	NULL	NULL	NULL	NULL	2020-09-25 00:00:00	1601023057	85	0.0	0	NULL	0	0	爱奇艺	NULL
11039286723	市场上大量的牛柳，经男子调查，竟很多都是染色的鸡柳	生活	["奇闻"]	["创意发明","奇人奇事","奇趣动物","奇闻","灵异传说","自然奇观"]	NULL	NULL	NULL	NULL	2020-09-29 00:00:00	1601350394	486	0.0	0	NULL	0	0	爱奇艺	NULL
11039290323	韩国推出特制重口味小饼干，蘸上酱料后外形奇特	生活	["美食"]	["美食"]	NULL	NULL	NULL	NULL	2020-09-29 00:00:00	1601363240	40	0.0	0	NULL	0	0	爱奇艺	NULL
11039461323	世界上力量最强大的马，它的拉力有多厉害？木头告诉你答案	生活	["休闲"]	["休闲"]	NULL	NULL	NULL	NULL	2020-10-07 00:00:00	1602052392	43	0.0	0	NULL	0	0	爱奇艺	NULL
11039466723	大叔侵害多名女性，把“犯罪证据”留在她们身上，以此威胁受害人	生活	["情感"]	["婚嫁","情感","闺蜜私语"]	NULL	NULL	NULL	NULL	2020-10-07 00:00:00	1602066919	487	0.0	0	NULL	0	0	爱奇艺	NULL
11039473923	想减肥又管不住嘴怎么办？来款杂粮饼干当零食，不长肉还解馋	生活	["美食"]	["美食"]	NULL	NULL	NULL	NULL	2020-10-07 00:00:00	1602100815	58	0.0	0	NULL	0	0	爱奇艺	NULL
11039567523	男子家的马沉迷撸猫，要是一天不撸猫，它都不会好好吃草	生活	["宠物"]	["宠物"]	NULL	NULL	NULL	NULL	2020-10-11 00:00:00	1602397869	57	0.0	0	NULL	0	0	爱奇艺	NULL
11039585523	大姐卖脚臭米线，28年味道如一，平均14元一碗，先来吃三碗	生活	["综合"]	["国内","家常主食","川菜"]	NULL	NULL	国内	NULL	2019-01-29 00:00:00	1602484307	285	0.0	0	NULL	0	0	爱奇艺	城味是一档全网全国的美食探店节目，重庆城味是在重庆范围内的美食探店节目！
11039603523	情歌广场舞《草原香姑娘》，天籁迷音沁人心脾，简单大气忒好看	生活	["舞蹈"]	["广场舞","舞蹈"]	NULL	NULL	NULL	NULL	2020-10-13 00:00:00	1602552856	170	0.0	0	NULL	0	0	爱奇艺	情歌广场舞《草原香姑娘》，天籁迷音沁人心脾，简单大气忒好看
11039713323	太极展演，陈式剑	生活	["休闲","健康"]	["休闲","健身","国内"]	NULL	NULL	国内	NULL	2019-12-29 00:00:00	1602842854	199	0.0	0	NULL	0	0	爱奇艺	强身健体，有很多方法。因地适宜，适合自己，才是正确的选择
11039740323	不管啥家庭，这种鸡蛋别再买回家了，家里有的也少吃，叮嘱家人	生活	["综合"]	NULL	NULL	NULL	NULL	NULL	2020-10-17 00:00:00	1602931018	169	0.0	0	NULL	0	0	爱奇艺	NULL
11039761923	150天时间，1颗花生种子变成大花生串	生活	["美食"]	["美食"]	NULL	NULL	NULL	NULL	2020-10-18 00:00:00	1603031561	571	0.0	0	NULL	0	0	爱奇艺	今年春天的时候我在这片全是黄石块的土地种下了花生，本以为花生会长得很差……
11039909523	妻子偷偷去打胎，结果没多久丈夫竟意外去世，婆婆崩溃怒骂	生活	["情感"]	["婚姻家庭","情感"]	NULL	NULL	NULL	NULL	2020-10-23 00:00:00	1603428004	324	0.0	0	NULL	0	0	爱奇艺	妻子偷偷去打胎，结果没多久丈夫竟意外去世，婆婆崩溃怒骂
11040031923	网红香辣蟹真的好吃吗？帅小伙花46元买了一罐，太辣了吧！	生活	["美食"]	["美食"]	NULL	NULL	NULL	NULL	2020-10-29 00:00:00	1603967854	145	0.0	0	NULL	0	0	爱奇艺	网红香辣蟹真的好吃吗？帅小伙花46元买了一罐，太辣了吧！
