user_id,video_id,play_end_time,broadcast_time
101140139,11011920258,2020-10-31 11:40:03,3977
101140139,11011934318,2020-10-31 09:06:17,225
101140139,11012138445,2020-10-31 19:37:50,13325
101140139,11012139395,2020-10-31 09:15:50,164
101177340,11012137116,2020-10-31 12:43:23,2004
101251066,11027893587,2020-10-30 22:43:27,2394
101268747,11039190269,2020-10-31 11:42:37,34
101268747,11021718996,2020-10-31 20:38:59,2320
101268747,11012121766,2020-10-31 15:34:23,10041
101361055,11024708368,2020-10-31 16:57:06,3
101361055,11034096202,2020-10-31 17:29:23,1642
101361055,11011933784,2020-10-31 16:57:30,2
101361055,11012113534,2020-10-31 18:47:41,2914
101361055,11017721554,2020-10-31 16:57:12,3
101361055,11039565494,2020-10-31 16:56:57,36
101361055,11033971163,2020-10-31 12:44:56,494
101429294,11028112456,2020-10-31 19:54:27,1372
101429294,11035522067,2020-10-31 19:00:14,52
101429294,11012120588,2020-10-31 19:30:29,1727
101429294,11037165357,2020-10-31 18:59:19,4297
101429294,11030832604,2020-10-31 19:01:31,72
101451394,11011933915,2020-10-31 11:06:50,547
101451394,11035958697,2020-10-31 16:33:41,334
101451394,11012139663,2020-10-31 11:14:05,10
101451394,11018951803,2020-10-31 09:36:59,1964
101451394,11028823257,2020-10-31 16:13:50,1766
101451394,11012141941,2020-10-31 09:02:29,274
101451394,11012450198,2020-10-31 11:12:15,539
101451394,11017351836,2020-10-31 11:17:09,104
101451394,11011922958,2020-10-31 10:15:25,215
101451394,11013815529,2020-10-31 16:34:51,58
101451394,11019126875,2020-10-31 11:15:23,20
101451394,11021155418,2020-10-31 10:56:34,28
101451394,11021086901,2020-10-31 10:19:03,94
101451394,11029706129,2020-10-31 16:13:03,3
101451394,11020350341,2020-10-31 11:43:06,1551
101451394,11039195509,2020-10-31 09:04:01,4
101451394,11011921867,2020-10-31 11:14:56,11
101451394,11011923049,2020-10-31 09:48:48,532
101451394,11012928316,2020-10-31 10:11:21,253
101451394,11012121125,2020-10-31 11:14:56,29
101451394,11012131106,2020-10-31 10:07:02,453
101451394,11017613541,2020-10-31 10:50:37,199
101451394,11012133667,2020-10-31 09:39:29,126
101451394,11020665098,2020-10-31 15:43:02,580
101451394,11012120261,2020-10-31 16:14:36,16
101451394,11012141370,2020-10-31 16:27:50,276
101451394,11024678535,2020-10-31 10:16:33,39
101451394,11018763265,2020-10-31 17:07:12,1937
101451394,11021309967,2020-10-31 10:47:12,19
101451394,11011922792,2020-10-31 11:13:32,62
101451394,11012386793,2020-10-31 10:56:06,310
101451394,11012450204,2020-10-31 10:27:59,529
101451394,11013390382,2020-10-31 10:46:53,854
101451394,11023304913,2020-10-31 16:33:46,9
101451394,11027637498,2020-10-31 11:12:25,31
101531272,11040030868,2020-10-31 12:52:22,146
101531272,11038303525,2020-10-31 00:19:22,20
101531272,11040052503,2020-10-31 13:02:47,539
101531272,11040034694,2020-10-31 19:24:45,517
101531272,11040004295,2020-10-31 19:26:32,355
101531272,11025276800,2020-10-31 12:46:01,39
101531272,11040010037,2020-10-31 13:10:29,86
101531272,11039962961,2020-10-31 19:38:07,663
101531272,11039971022,2020-10-31 07:30:52,32
101531272,11040007042,2020-10-31 13:04:18,77
101531272,11040030488,2020-10-31 13:13:53,94
101531272,11040003188,2020-10-31 13:10:50,15
101531272,11035857725,2020-10-31 00:24:28,275
101531272,11039960368,2020-10-31 13:06:38,150
101531272,11036353078,2020-10-31 00:18:29,1161
101531272,11039963663,2020-10-31 00:58:06,137
101531272,11039912946,2020-10-31 01:01:17,157
101531272,11040032231,2020-10-31 13:12:16,79
101531272,11039958771,2020-10-31 13:08:59,127
101531272,11038353492,2020-10-31 00:31:43,388
101561028,11025017875,2020-10-31 17:20:51,2139
101561028,11040009689,2020-10-31 11:42:21,3163
101561028,11039505284,2020-10-31 16:42:11,1533
101617002,11035479781,2020-10-31 18:56:47,3200
101760007,11011922936,2020-10-31 19:40:33,9468
101847735,11033125477,2020-10-31 20:21:42,4245
101847735,11036423220,2020-10-31 17:44:21,1404
101879037,11011935666,2020-10-31 09:36:01,380
101879037,11012132808,2020-10-31 09:29:35,4183
101922281,11021718996,2020-10-30 22:59:14,4902
102006391,11023194163,2020-10-31 17:09:34,2
102006391,11022278808,2020-10-31 13:47:45,1823
102006391,11036355603,2020-10-31 20:25:08,10115
102006391,11011935909,2020-10-31 13:47:45,18
102006391,11031482645,2020-10-31 18:32:30,4702
102006391,11012148416,2020-10-31 17:10:00,32
102006391,11034348960,2020-10-31 13:16:42,24
102006391,11027623478,2020-10-31 18:00:46,3008
102006391,11012137116,2020-10-31 20:41:34,1572
102016266,11021718996,2020-10-31 20:31:37,9387
102016266,11012052611,2020-10-31 18:26:06,6810
102016266,11039755115,2020-10-31 16:28:15,10800
102132658,11039190269,2020-10-31 09:52:02,11
102132658,11020322532,2020-10-31 18:45:44,20112
102132658,11037700996,2020-10-31 11:03:28,2
102132658,11028613483,2020-10-31 11:02:56,4153
102242786,11038686831,2020-10-31 20:31:03,1738
102242786,11012136925,2020-10-31 10:02:08,5483
102242786,11012137116,2020-10-31 10:09:41,421
102312214,11011921746,2020-10-31 17:04:29,109
102312214,11012135278,2020-10-31 17:05:01,14
102312214,11022918996,2020-10-31 09:05:04,5809
102312214,11012132808,2020-10-31 20:28:43,522
102312214,11012121763,2020-10-31 19:45:03,16
102312214,11011922702,2020-10-31 09:57:05,1257
102312214,11012801784,2020-10-31 17:42:41,1650
102312214,11012855442,2020-10-31 19:44:42,524
102312214,11011922299,2020-10-31 17:02:40,588
102312214,11013463591,2020-10-31 20:37:22,470
102312214,11023846290,2020-10-31 19:58:47,789
102312214,11025151299,2020-10-31 20:19:56,1212
102312214,11021396616,2020-10-31 18:32:47,500
102356607,11012136675,2020-10-31 07:42:02,680
102364905,11039505284,2020-10-31 20:14:19,2392
102364905,11021718996,2020-10-31 19:28:03,12959
102369531,11025017875,2020-10-31 19:11:28,1220
102369531,11012136925,2020-10-31 20:01:19,6449
102389621,11021215951,2020-10-31 19:21:10,9
102389621,11012104703,2020-10-31 20:37:20,1632
102414547,11012121763,2020-10-31 20:42:48,1812
102588123,11012892238,2020-10-30 23:20:36,2100
102588123,11025151299,2020-10-31 18:56:47,1168
102588123,11039305828,2020-10-31 19:29:44,1893
102599714,11039335227,2020-10-31 13:42:30,603
102599714,11030832604,2020-10-31 13:32:19,21
102599714,11035522073,2020-10-31 13:29:36,290
102599714,11035479781,2020-10-31 19:52:02,5842
102599714,11033082514,2020-10-31 20:44:21,605
102599714,11035522067,2020-10-31 13:24:38,4079
102599714,11012137116,2020-10-31 13:01:46,903
102599714,11018508410,2020-10-31 20:33:34,1028
102599714,11018508375,2020-10-31 12:46:35,14176
102599714,11035075794,2020-10-31 20:33:43,3
102599714,11034783956,2020-10-31 20:16:16,494
102599714,11036597272,2020-10-31 18:18:45,135
102631793,11027739180,2020-10-31 13:31:51,19
102631793,11015920164,2020-10-31 14:54:04,29
102631793,11021329547,2020-10-31 20:39:48,10368
102631793,11019922060,2020-10-31 14:53:33,35
102631793,11013815529,2020-10-31 13:31:31,32
102631793,11015763940,2020-10-31 13:32:32,34
102631793,11011941096,2020-10-31 13:28:53,132
102631793,11015763693,2020-10-31 15:43:53,1709
102631793,11012141753,2020-10-31 13:25:50,7541
102631793,11012907683,2020-10-31 13:31:01,78
102631793,11038075325,2020-10-31 14:52:31,3290
102631793,11012675369,2020-10-31 17:46:00,7370
102631793,11027737768,2020-10-31 13:27:05,47
102631793,11011941145,2020-10-31 13:29:26,31
102636406,11032877507,2020-10-31 20:39:33,5115
102648571,11028379489,2020-10-31 12:19:27,8
102648571,11029833436,2020-10-31 12:19:40,2337
102648571,11019717120,2020-10-31 11:38:56,315
102648571,11022511150,2020-10-31 12:36:54,1026
102655003,11035958697,2020-10-31 09:48:48,3
102655003,11034967142,2020-10-31 11:50:27,2028
102655003,11035138013,2020-10-31 09:54:27,9
102655003,11029173461,2020-10-31 09:50:08,26
102655003,11012137116,2020-10-31 09:48:44,103
102655003,11013037716,2020-10-31 09:47:27,212
102655003,11011923001,2020-10-31 09:54:06,228
102655003,11021718996,2020-10-31 19:09:33,5825
102655003,11036794201,2020-10-31 12:48:09,711
102655003,11036730292,2020-10-31 09:55:47,39
102655003,11013245202,2020-10-31 09:38:56,64
102655003,11036925131,2020-10-31 12:36:16,2720
102656084,11034311666,2020-10-30 23:15:36,1477
102696044,11039505284,2020-10-31 19:12:40,13295
102704572,11034373156,2020-10-31 19:08:29,92
102704572,11034384492,2020-10-31 19:11:05,148
102704572,11021266029,2020-10-31 19:11:05,6
102704572,11021718996,2020-10-31 20:45:07,5629
102732957,11011919009,2020-10-31 19:32:27,13
102732957,11035303370,2020-10-31 15:03:20,472
102732957,11029853856,2020-10-31 10:26:49,1316
102732957,11037736888,2020-10-31 16:25:27,3
102732957,11011929727,2020-10-31 17:53:21,32
102732957,11033500056,2020-10-31 20:44:43,2057
102732957,11028186752,2020-10-31 15:49:45,6
102732957,11012119525,2020-10-31 17:54:58,65
102732957,11030832604,2020-10-31 10:54:24,2
102732957,11032753457,2020-10-31 16:44:43,352
102732957,11021406676,2020-10-31 16:35:08,10
102732957,11039505284,2020-10-31 16:49:45,281
102732957,11011918015,2020-10-31 17:54:58,1234
102732957,11013777191,2020-10-31 07:44:02,144
102732957,11020387712,2020-10-31 15:23:07,947
102732957,11038394728,2020-10-31 10:30:52,19
102732957,11024697737,2020-10-31 14:46:58,946
102732957,11024945892,2020-10-31 15:07:22,220
102732957,11035479781,2020-10-31 10:53:49,1315
102732957,11016230286,2020-10-31 09:28:01,804
102732957,11026136105,2020-10-31 16:24:19,259
102732957,11013586252,2020-10-31 20:45:25,10591
102732957,11023036979,2020-10-31 17:38:31,2904
102732957,11013245202,2020-10-31 14:35:34,2034
102732957,11038128274,2020-10-31 17:54:05,10840
102732957,11039106484,2020-10-31 19:28:11,33
102732957,11032205656,2020-10-31 14:51:46,1
102732957,11011920757,2020-10-31 19:36:43,5
102732957,11029173461,2020-10-31 20:45:36,16
102732957,11036446501,2020-10-31 15:50:30,31
102732957,11038486869,2020-10-31 19:35:57,13
102732957,11038452155,2020-10-31 16:44:35,174
102732957,11037963806,2020-10-31 19:30:31,35
102732957,11022936469,2020-10-31 17:56:11,21
102732957,282281,2020-10-31 17:53:28,758
102732957,11020401093,2020-10-31 14:50:42,223
102732957,11029833436,2020-10-31 14:46:13,630
102732957,11032298003,2020-10-31 09:52:30,397
102732957,11039576999,2020-10-31 10:53:49,17
102732957,11022460352,2020-10-31 20:09:57,1994
102732957,11024251103,2020-10-31 10:27:21,14
102732957,11032929222,2020-10-31 15:03:14,186
102732957,11024366461,2020-10-31 10:27:30,8
102732957,11034519725,2020-10-31 15:28:21,12496
102732957,11022511150,2020-10-31 14:46:06,1
102732957,11034551538,2020-10-31 16:44:35,559
102732957,11029403539,2020-10-31 10:27:47,7
102732957,11011939874,2020-10-31 16:31:50,37
102732957,11028282507,2020-10-31 19:28:42,3
102732957,11030308477,2020-10-31 11:03:03,448
102732957,11012148416,2020-10-31 19:31:54,16
102732957,11035408196,2020-10-31 10:04:00,656
102732957,11028112456,2020-10-31 13:59:30,20
102732957,11012419676,2020-10-31 14:00:18,45
102795925,11039181339,2020-10-31 10:55:23,127
102795925,11012137116,2020-10-31 16:48:24,5829
102795925,11035387543,2020-10-31 12:05:36,2380
102795925,11032753457,2020-10-31 10:55:23,113
102795925,11033082514,2020-10-31 12:03:31,1609
102795925,11037010248,2020-10-31 10:57:17,36
102856659,11021718996,2020-10-31 16:28:10,29440
102885149,11012138289,2020-10-31 11:02:40,28
102885149,11034519725,2020-10-31 10:15:04,4483
102885149,11011945970,2020-10-31 11:39:01,1816
102885149,11012137116,2020-10-31 11:01:56,991
102885149,1958652,2020-10-31 11:03:01,9
102954661,11034311666,2020-10-31 20:41:37,4457
102954661,11036597272,2020-10-31 20:43:26,62
102954661,11012137116,2020-10-31 19:22:40,3413
102954661,11021718996,2020-10-31 18:56:55,4653
102954661,11030832604,2020-10-31 19:26:52,68
102957646,11021215951,2020-10-31 17:45:57,290
102957646,11012137116,2020-10-31 18:02:16,909
102964282,11021718996,2020-10-31 20:20:33,26650
103044954,11012139656,2020-10-31 11:31:16,5
103044954,11012137116,2020-10-31 11:52:29,1238
103044954,11021718996,2020-10-31 13:50:23,6356
103071086,11012137116,2020-10-31 11:41:44,3196
103071086,11037074032,2020-10-31 08:24:30,1405
103071086,11027760431,2020-10-31 10:47:32,17
103071086,11024697737,2020-10-31 10:46:53,8417
103071086,11035522491,2020-10-31 08:24:48,7
103127750,11034311666,2020-10-31 13:07:45,10372
103132565,11022542139,2020-10-31 10:36:10,47
103132565,11012131106,2020-10-31 09:10:43,29
103132565,11021042305,2020-10-31 18:42:53,7
103132565,11011934427,2020-10-31 12:45:50,257
103132565,11011944129,2020-10-31 09:38:20,248
103132565,11023688686,2020-10-31 09:40:09,15
103132565,11012429816,2020-10-31 08:22:44,33
103132565,11012119954,2020-10-31 09:33:50,462
103132565,11012154515,2020-10-31 18:43:27,2
103132565,11014131873,2020-10-31 13:16:34,1838
103132565,11038944447,2020-10-31 16:57:49,784
103132565,11022184647,2020-10-31 08:20:08,47
103132565,11014642845,2020-10-31 18:35:43,147
103132565,11025368912,2020-10-31 18:42:20,3079
103132565,11033116145,2020-10-31 16:42:50,95
103132565,11033500056,2020-10-31 09:25:39,480
103132565,11011925331,2020-10-31 10:34:54,3274
103132565,11012507077,2020-10-31 12:21:32,626
103132565,11033125477,2020-10-31 17:05:51,10469
103132565,11021215951,2020-10-31 18:34:55,5234
103132565,11013510940,2020-10-31 16:38:23,3156
103132565,11013541717,2020-10-31 08:22:04,1
103132565,11012104703,2020-10-31 07:54:05,1610
103132565,11012801826,2020-10-31 07:59:37,52
103256278,11021718996,2020-10-31 16:19:54,8881
103256278,11040043052,2020-10-31 06:45:03,61
103256278,11030987437,2020-10-31 16:01:06,8
103256278,11012837260,2020-10-31 12:00:26,82
103256278,11034311666,2020-10-31 20:40:28,15338
103256278,11039924590,2020-10-31 11:07:16,2906
103256278,11040043053,2020-10-31 06:44:02,64
103256278,11040042426,2020-10-31 06:40:00,16
103256278,11011939554,2020-10-31 11:58:22,49
103256278,11034373156,2020-10-31 06:49:04,429
103256278,11039962296,2020-10-31 11:08:59,51
103256278,11040042305,2020-10-31 06:49:33,7
103256278,11040050720,2020-10-31 06:42:45,77
103256278,11040042411,2020-10-31 06:47:17,119
103256278,11039341965,2020-10-31 10:16:48,12330
103261229,11025151299,2020-10-30 21:52:11,335
103261229,11012801784,2020-10-31 20:32:26,7528
103261229,11039152331,2020-10-31 18:25:00,6775
103261229,11034311666,2020-10-30 21:53:38,7724
103275187,11029833436,2020-10-31 12:08:59,329
103275187,11035857725,2020-10-31 12:11:03,115
103275187,11033259982,2020-10-31 12:14:30,165
103275187,11033344740,2020-10-31 12:11:09,5
103275187,11030832604,2020-10-31 12:03:23,55
103275187,11036353078,2020-10-31 12:02:16,16
103297385,11034783956,2020-10-31 12:05:16,1207
103297385,11013501681,2020-10-31 19:49:30,8827
103297385,11035075794,2020-10-31 12:44:57,1628
103297385,11032467501,2020-10-31 14:47:23,2836
103297385,11032467500,2020-10-31 14:34:08,1990
103297385,11033125477,2020-10-31 12:44:05,644
103297385,11015226898,2020-10-31 18:42:33,5743
103297385,11022464687,2020-10-31 12:43:44,4
103297385,11019922060,2020-10-31 14:47:14,46
103308018,11019516002,2020-10-31 14:48:11,308
103308018,11012122485,2020-10-31 20:10:12,5106
103315333,11034519725,2020-10-31 12:59:52,3935
103315333,11025443825,2020-10-31 13:24:14,1436
103315333,11019907420,2020-10-31 11:53:45,66
103348517,11021243964,2020-10-31 20:44:30,6263
103348517,11013315722,2020-10-30 22:35:10,2885
103398868,11022482732,2020-10-31 19:33:50,351
103398868,11012137116,2020-10-31 10:21:19,3
103398868,11012137537,2020-10-31 19:24:46,23281
103398868,11012423014,2020-10-31 20:00:48,1502
103440826,11021718996,2020-10-31 08:42:59,5737
103440826,11012140937,2020-10-31 20:27:14,16208
103444606,11034311666,2020-10-31 12:01:09,14
103444606,11039512935,2020-10-31 11:59:24,968
103712925,11012370675,2020-10-31 18:03:07,6022
103712925,11012139656,2020-10-31 20:29:32,1968
103712925,11025910359,2020-10-31 09:31:19,40
103712925,11024534863,2020-10-31 16:21:36,30
103712925,11012114178,2020-10-31 20:05:15,1907
103712925,11037566786,2020-10-31 16:21:14,8746
103716077,11012148416,2020-10-31 12:19:03,11
103716077,3646141,2020-10-30 23:11:23,1
103716077,11012600910,2020-10-31 11:13:39,4247
103729736,11032579444,2020-10-31 16:07:03,283
103729736,11038759634,2020-10-31 16:01:39,6045
103753779,11021718996,2020-10-31 08:35:23,18805
103753779,11011943757,2020-10-31 17:24:02,27784
103819338,11039505284,2020-10-31 19:15:24,19695
103819338,11021718996,2020-10-31 11:16:39,4989
103819338,11039236684,2020-10-31 20:12:10,3308
103847557,11012136925,2020-10-31 20:29:22,28006
103860471,11021718996,2020-10-31 20:35:11,371
103860471,11039236684,2020-10-31 20:28:40,7523
103860471,11039685918,2020-10-30 22:28:28,3622
103925440,11012662218,2020-10-31 20:44:37,3295
103972565,11012914125,2020-10-31 16:58:45,586
103972565,11012901927,2020-10-31 18:57:56,7
103972565,4021860,2020-10-31 18:57:59,2
103972565,11012121765,2020-10-31 20:11:45,4386
103972565,11012121763,2020-10-31 18:58:22,21
103972565,11035958697,2020-10-31 16:48:25,3269
103972565,11034311666,2020-10-31 20:31:06,38943
104016590,11021931174,2020-10-31 19:39:57,431
104016590,11034667210,2020-10-31 19:43:08,535
104041752,11012121763,2020-10-31 11:38:15,150
104041752,11012132808,2020-10-31 20:39:02,14405
104041752,11011939559,2020-10-31 14:09:47,9053
104061945,11012148416,2020-10-31 12:14:15,60
104066201,11023807931,2020-10-31 19:19:23,17
104066201,11012148416,2020-10-31 19:20:12,24
104066201,11014003293,2020-10-31 19:14:30,153
104108642,11025017875,2020-10-31 11:10:52,5017
104108642,11019549052,2020-10-31 11:21:41,10
104108642,11012700320,2020-10-31 11:46:48,1454
104108642,11012121765,2020-10-31 11:17:39,325
104108642,11017067221,2020-10-31 11:21:18,13
104108642,11012121763,2020-10-31 11:21:58,8
104108642,11027908388,2020-10-31 11:21:06,203
104108642,11019549056,2020-10-31 11:22:02,19
104297234,11013439846,2020-10-31 15:47:23,6717
104297234,11012137116,2020-10-31 11:37:55,990
104297234,11039152331,2020-10-31 20:16:03,879
104297234,11034519725,2020-10-31 20:00:15,3884
104297234,11031412496,2020-10-31 08:49:25,1724
104335484,11039190269,2020-10-31 17:20:39,1945
104335484,11021718996,2020-10-31 16:37:58,7071
104335484,11033684964,2020-10-31 12:14:48,26
104335484,11030832604,2020-10-31 16:48:07,169
104335484,11035958697,2020-10-31 16:45:01,1091
104335484,11039106484,2020-10-31 13:41:25,4089
104335484,11012137116,2020-10-31 12:13:53,725
104343537,11012136901,2020-10-31 20:26:04,27776
104343537,11029130056,2020-10-31 11:45:10,16260
104343537,11028680950,2020-10-30 21:44:37,782
104351482,11039152331,2020-10-31 17:56:14,17620
104358687,11025402724,2020-10-31 20:24:22,36525
104358687,11029173461,2020-10-31 10:18:53,1123
104358687,11012137116,2020-10-31 09:36:11,673
104358687,11022697924,2020-10-31 09:24:34,12
104358687,11035851284,2020-10-31 10:57:55,1
104358687,11039096146,2020-10-31 11:00:10,127
104358687,11012133393,2020-10-31 10:42:32,820
104358687,11015704788,2020-10-31 11:00:51,4
104358687,11024565273,2020-10-31 10:28:04,495
104358687,11019789080,2020-10-31 11:23:57,215
104358687,11036539480,2020-10-31 10:19:43,21
104358687,11013245202,2020-10-31 10:57:25,881
104358687,11026692696,2020-10-31 11:19:32,766
104358687,11037010248,2020-10-31 11:00:21,4
104394540,11034311666,2020-10-31 18:37:45,11998
104394540,11035958697,2020-10-31 09:27:24,53
104394540,11012137363,2020-10-31 17:53:50,2475
104394540,11031502569,2020-10-31 09:35:30,283
104394540,11023399245,2020-10-31 13:03:55,3717
104394540,11013274805,2020-10-31 09:36:56,37
104394540,11028379489,2020-10-31 09:30:41,191
104447431,11035958697,2020-10-31 17:55:24,136
104447431,11011922621,2020-10-31 10:15:34,4162
104447431,11011922610,2020-10-31 16:35:57,20
104447431,11012141883,2020-10-31 14:02:43,16
104447431,11014291270,2020-10-31 17:49:01,672
104447431,11011945067,2020-10-31 14:51:46,2909
104447431,11013305495,2020-10-31 16:56:46,18
104447431,11013541717,2020-10-31 17:12:42,8
104447431,11012914125,2020-10-31 11:17:28,23
104447431,11011941145,2020-10-31 13:43:30,1209
104447431,11013943052,2020-10-31 16:42:25,383
104447431,11013945186,2020-10-31 15:18:05,1235
104447431,11015249517,2020-10-31 15:50:22,1325
104447431,11013935196,2020-10-31 16:35:18,744
104447431,11024534863,2020-10-31 17:37:20,1425
104447431,11011935666,2020-10-31 16:22:48,9
104447431,11024577613,2020-10-31 11:19:09,100
104447431,11013305434,2020-10-31 16:56:35,260
104447431,11011922173,2020-10-31 16:52:02,574
104447431,11013510940,2020-10-31 17:13:06,20
104447431,11027737768,2020-10-31 11:17:08,6
104447431,11016132943,2020-10-31 14:57:01,13
104447431,11016490421,2020-10-31 11:02:46,2692
104447431,11012141871,2020-10-31 14:03:05,1061
104447431,11018131099,2020-10-31 16:22:39,1840
104447431,11025151299,2020-10-31 14:56:49,297
104447431,11013360461,2020-10-31 17:52:53,959
104447431,11012141864,2020-10-31 14:02:25,15
104447431,11012429816,2020-10-31 17:13:31,954
104447431,11017258348,2020-10-31 17:53:40,32
104463408,11012136180,2020-10-31 17:25:57,3780
104515752,11012500831,2020-10-31 13:34:14,15
104515752,11023743539,2020-10-31 15:00:48,833
104515752,11013550610,2020-10-31 13:31:35,264
104515752,11012477165,2020-10-31 14:23:24,2808
104519246,11012142169,2020-10-31 18:09:25,4627
104615379,11012141871,2020-10-31 08:31:27,206
104615379,11023610529,2020-10-31 17:13:45,327
104615379,11017613540,2020-10-31 17:19:42,353
104615379,11021061737,2020-10-31 16:37:03,1122
104615379,11021868071,2020-10-31 17:03:28,1564
104615379,11012370742,2020-10-31 08:26:08,771
104615379,11025342816,2020-10-31 17:08:06,274
104615379,11039084561,2020-10-31 16:15:55,1426
104615379,11012141864,2020-10-31 15:50:30,2424
104615379,11012141883,2020-10-31 20:03:09,4879
104615379,11012386778,2020-10-31 16:18:13,127
104615379,11019356433,2020-10-31 08:26:08,1
104615379,11012951115,2020-10-31 17:33:02,782
104615379,11013090282,2020-10-31 18:24:08,1600
104620546,11012148416,2020-10-31 12:02:25,430
104633962,11021406676,2020-10-31 16:39:37,1820
104633962,11038452155,2020-10-31 16:08:29,20
104633962,11034551538,2020-10-31 16:59:29,1186
104670149,11034311666,2020-10-31 20:43:44,2516
104688269,11038699121,2020-10-31 20:03:51,8592
104715350,11021718996,2020-10-31 18:11:19,31324
104715350,11039512935,2020-10-31 09:44:22,780
104824933,11012137363,2020-10-30 21:41:01,1155
104844975,11021718996,2020-10-31 08:16:49,3452
104870206,11027562826,2020-10-31 09:13:08,529
104870206,11034783956,2020-10-31 09:54:51,8
104870206,11039421220,2020-10-31 09:54:39,1405
104870206,11036652645,2020-10-31 12:48:59,4881
104870206,11035479781,2020-10-31 10:00:04,307
104870206,11037165357,2020-10-31 09:29:20,921
104895546,11027759352,2020-10-31 19:37:08,2347
104895546,11011942848,2020-10-31 18:57:22,6019
104895546,11012137116,2020-10-31 15:16:04,1044
104895546,11030310315,2020-10-31 14:59:02,6
104895546,11012800959,2020-10-31 20:44:39,1901
104895546,11028892577,2020-10-31 14:27:02,4210
104895546,11016769103,2020-10-31 20:12:33,2104
104930474,11040070128,2020-10-31 11:42:13,70
104930474,11040046596,2020-10-31 13:31:20,5
104930474,11034373156,2020-10-31 17:11:50,4160
104930474,11040042622,2020-10-31 13:36:41,98
104930474,11040043090,2020-10-31 13:56:00,107
104930474,11021718996,2020-10-31 17:15:35,35
104930474,11040048791,2020-10-31 13:46:25,96
104930474,11040069608,2020-10-31 11:53:07,68
104930474,11028242080,2020-10-31 14:04:41,823
104930474,11040043595,2020-10-31 13:42:25,68
104930474,11040043052,2020-10-31 12:25:34,7
104930474,11040043708,2020-10-31 13:18:59,26
104930474,11011917849,2020-10-31 19:19:32,19058
104930474,11040043078,2020-10-31 13:09:02,67
104930474,11040069610,2020-10-31 11:50:19,60
104930474,11040050720,2020-10-31 12:25:07,37
104930474,11040048793,2020-10-31 13:32:05,23
104930474,11040069682,2020-10-31 11:49:18,34
104930474,11040069761,2020-10-31 12:05:46,73
104930474,11040043707,2020-10-31 13:16:21,43
104930474,11040069612,2020-10-31 11:48:44,56
104930474,11016946584,2020-10-31 13:24:12,76
104930474,11040043706,2020-10-31 13:25:23,34
104930474,11040043679,2020-10-31 13:43:21,56
104930474,11040043415,2020-10-31 13:32:05,19
104930474,11040043705,2020-10-31 13:24:56,34
104930474,11039906812,2020-10-31 14:09:34,1763
104930474,11040043072,2020-10-31 13:57:48,107
104930474,11040069611,2020-10-31 11:51:08,48
