video_id,video_title,video_one_level_classification,video_two_level_classification_list,video_tag_list,director_list,actor_list,country,language,release_date,storage_time,video_time,score,is_paid,package_id,is_single,is_trailers,supplier,introduction,number_of_plays_in_30_days,number_of_views_within_30_days,number_of_plays_in_14_days,number_of_views_within_14_days,number_of_plays_in_7_days,number_of_views_within_7_days,number_of_plays_in_3_days,number_of_views_within_3_days,abs_of_number_of_days_between_storage_and_current,number_of_times_purchased_within_30_days,number_of_times_purchased_within_14_days,number_of_times_purchased_within_7_days,number_of_times_purchased_within_3_days,number_of_times_purchased_total
1586235.0,陈柏霖祝福前任生宝宝 还想再当大仁哥！,娱乐,[八卦],"[八卦, 热点, 内地, 新闻, 国语, 明星]","","",内地,国语,2015-08-02 00:00:00,2015-08-03 00:30:06,114.0,NaN,0.0,NaN,0.0,0.0,爱奇艺,陈柏霖祝福前任生宝宝 还想再当大仁哥！,"","","","","","","","",1725,"","","","",""
1586835.0,男子夜晚被车撞村民共救助,资讯,[社会],[社会],"","","","","",2015-08-03 08:30:10,76.0,NaN,0.0,NaN,0.0,0.0,爱奇艺,"","","","","","","","","",1725,"","","","",""
1588035.0,先锋针织 Missoni Mare 2015秋冬女装系列广告,时尚,"[秋冬, 秀场, 欧美, 服饰]","[广告大片, 米兰, 秋冬, 服饰, 服装]","","","","",2015-08-03 00:00:00,2015-08-03 16:32:42,66.0,NaN,0.0,NaN,0.0,0.0,爱奇艺,先锋针织 Missoni Mare 2015秋冬女装系列广告,"","","","","","","","",1725,"","","","",""
1588635.0,蓝色预警：10省份有大到暴雨,资讯,[国内],[国内],"","",国内,"","",2015-08-03 23:30:38,23.0,NaN,0.0,NaN,0.0,0.0,爱奇艺,"","","","","","","","","",1725,"","","","",""
1590435.0,疑似MH370残骸 多国专家闭门商谈,资讯,[国际],[国际],"","","","","",2015-08-04 19:30:08,48.0,NaN,0.0,NaN,0.0,0.0,爱奇艺,"","","","","","","","","",1724,"","","","",""
1591035.0,英国小伙发明迅速起床神器,资讯,[科技],[科技],"","","","","",2015-08-05 09:30:17,38.0,NaN,0.0,NaN,0.0,0.0,爱奇艺,"","","","","","","","","",1723,"","","","",""
1591635.0,英国延长空袭“伊斯兰国”军事行动至2017年,资讯,[国际],[国际],"","","","","",2015-08-05 14:30:34,58.0,NaN,0.0,NaN,0.0,0.0,爱奇艺,"","","","","","","","","",1723,"","","","",""
1592235.0,厨房小妙招之清洗蘑菇有窍门,生活,[综合],"[国内, 国语, 厨艺妙招]","","",国内,国语,2015-08-05 00:00:00,2015-08-05 16:30:12,99.0,NaN,0.0,NaN,0.0,0.0,爱奇艺,厨房小妙招之清洗蘑菇有窍门,"","","","","","","","",1723,"","","","",""
1593435.0,“十一”长假火车票开售热门线路仍紧俏,资讯,[国内],[国内],"","",国内,"","",2015-08-06 10:30:17,75.0,NaN,0.0,NaN,0.0,0.0,爱奇艺,"","","","","","","","","",1722,"","","","",""
1595235.0,柏林一酒店打造25米内嵌电梯巨型水族箱,资讯,[科技],[科技],"","","","","",2015-08-07 09:30:18,52.0,NaN,0.0,NaN,0.0,0.0,爱奇艺,"","","","","","","","","",1721,"","","","",""
1599435.0,特警休假遇窃贼 该出手时就出手,资讯,[社会],[社会],"","","","","",2015-08-10 08:30:14,141.0,NaN,0.0,NaN,0.0,0.0,爱奇艺,"","","","","","","","","",1718,"","","","",""
1603035.0,为拍美景不幸失足落海丧生,资讯,[国际],[国际],"","","","","",2015-08-12 01:33:16,14.0,NaN,0.0,NaN,0.0,0.0,爱奇艺,"","","","","","","","","",1716,"","","","",""
1603635.0,土耳其总统表示坚决打击库尔德工人党武装,资讯,[国际],[国际],"","","","","",2015-08-12 12:30:35,51.0,NaN,0.0,NaN,0.0,0.0,爱奇艺,"","","","","","","","","",1716,"","","","",""
1606035.0,专访张可颐：如何干掉哪些负能量,娱乐,[八卦],"[八卦, 热点, 内地, 新闻, 国语, 明星]","","",内地,国语,2015-07-09 00:00:00,2015-08-13 14:30:59,283.0,NaN,0.0,NaN,0.0,0.0,爱奇艺,专访张可颐：如何干掉哪些负能量,"","","","","","","","",1715,"","","","",""
1606635.0,潘基文称日本应谦虚反省历史 与各国真诚和解,资讯,[国际],"[政治, 和平, 国际]","","","","",2015-08-13 00:00:00,2015-08-13 18:30:45,52.0,NaN,0.0,NaN,0.0,0.0,爱奇艺,针对日本首相安倍晋三将发表战后７０周年谈话，联合国秘书长潘基文１２日通过其发言人表示，希望日本谦虚反省历史，与地区各国迈向更好未来。,"","","","","","","","",1715,"","","","",""
1609035.0,椎名林檎 - 神様、仏様,音乐,"[流行, 日韩]","[单曲MV, 日韩, 流行, 日语]","",[椎名林檎],日韩,日语,2015-08-14 00:00:00,2015-08-14 17:30:36,239.0,NaN,0.0,NaN,0.0,0.0,爱奇艺,椎名林檎 - 神様、仏様,"","","","","","","","",1714,"","","","",""
1612035.0,B1A4 - Sweet Girl - MBC音乐中心 现场版 15/08/15,音乐,"[流行, 日韩]","[日韩, 流行, 韩语, 单曲现场]","",[B1A4],日韩,韩语,2015-08-16 00:00:00,2015-08-16 16:30:14,245.0,NaN,0.0,NaN,0.0,0.0,爱奇艺,B1A4 - Sweet Girl - MBC音乐中心 现场版 15/08/15,"","","","","","","","",1712,"","","","",""
1612635.0,哈齐高铁今天开通运营,资讯,[国内],[国内],"","",国内,"","",2015-08-17 08:30:20,47.0,NaN,0.0,NaN,0.0,0.0,爱奇艺,"","","","","","","","","",1711,"","","","",""
1613235.0,碟中谍系列经典音乐,片花,"[枪战, 电影, 动作, 剧情]","[电影, 剧情, 动作, 枪战, 美国]","","",美国,"","",2015-08-17 12:31:17,NaN,NaN,0.0,NaN,0.0,1.0,"","","","","","","","","","",1711,"","","","",""
1613835.0,2015 YG AUDITION NEXT GENERATION SPOT,音乐,"[流行, 日韩]","[音乐周边, 日韩, 流行, 韩语]","","[WINNER, Ikon]",日韩,韩语,2015-08-21 00:00:00,2015-08-17 16:32:02,65.0,NaN,0.0,NaN,0.0,0.0,爱奇艺,2015 YG AUDITION NEXT GENERATION SPOT,"","","","","","","","",1711,"","","","",""
1614435.0,决不姑息！唐嫣将用法律途径捍卫自己,娱乐,[八卦],"[八卦, 热点, 内地, 新闻, 国语, 明星]","",[唐嫣],内地,国语,2015-08-17 00:00:00,2015-08-17 23:00:06,176.0,NaN,0.0,NaN,0.0,0.0,爱奇艺,决不姑息！唐嫣将用法律途径捍卫自己,"","","","","","","","",1711,"","","","",""
